questionId,questions,lang
58,Wie produceerde de meeste films?,nl
58,Cine a produs cele mai multe filme?,ro
59,Give me all people with first name Jimmy.,en
59,"Gib mir alle Personen, die den Vornamen Jimmy haben.",de
59,Dame todas las personas con el nombre propio Jimmy.,es
59,Dammi tutte le persone il cui nome è Jimmy.,it
59,Donnes-moi toutes les personnes dont le prénom est Jimmy.,fr
59,Noem alle personen met de voornaam Jimmy.,nl
59,Dă-mi toate persoanele cu prenumele Jimmy,ro
6,In which city did John F. Kennedy die?,en
6,In welcher Stadt ist John F. Kennedy gestorben?,de
6,¿En qué ciudad murió John F. Kennedy?,es
6,In quale città morì John F. Kennedy?,it
6,Dans quelle ville est mort John F. Kennedy?,fr
6,In welke stad kwam John F. Kennedy om het leven?,nl
6,În ce oraș a murit John F. Kennedy?,ro
60,Is there a video game called Battle Chess?,en
60,"Gibt es ein Videospiel, das Battle Chess heißt?",de
60,¿Hay algún videojuego que se llame Battle Chess?,es
60,Esiste un videogioco che si chiama Battle Chess?,it
60,Existe-t-il un jeu vidéo appelé Battle Chess?,fr
60,Bestaat er een videospel met de naam Battle Chess?,nl
60,Există un joc video numit Battle Chess?,ro
61,Which mountains are higher than the Nanga Parbat?,en
61,Welche Berge sind höher als der Nanga Parbat?,de
61,¿Qué montañas son más altas que el Nanga Parbat?,es
61,Quali montagne sono più alte del Nanga Parbat?,it
61,Quelles montagnes sont plus hautes que le Nanga Parbat?,fr
61,Welke bergen zijn hoger dan de Nanga Parbat?,nl
61,Ce munți sunt mai mari decât Nanga Parbat?,ro
62,Who created Wikipedia?,en
62,Wer hat Wikipedia gegründet?,de
62,¿Quién creó Wikipedia?,es
62,Chi ha creato Wikipedia?,it
62,Qui est le créateur de Wikipedia?,fr
62,Wie heeft Wikipedia opgericht?,nl
62,Cine a creat Wikipedia?,ro
63,Give me all actors starring in Last Action Hero.,en
63,"Gib mir alle Schauspieler, die in Last Action Hero mitgespielt haben.",de
63,Dame todos los actores que hayan actuado en Last Action Hero.,es
63,Dammi tutti gli attori che hanno recitato in Last Action Hero.,it
63,Noem alle acteurs uit de film Last Action Hero.,fr
63,Noem alle acteurs uit de film Last Action Hero.,nl
63,Dă-mi toți actorii cu roluri principale în Last Action Hero.,ro
64,Which software has been developed by organizations founded in California?,en
64,"Welche Softwareprodukte wurde von Unternehmen entwickelt, die in Kalifornien gegründet wurden?",de
64,¿Qué productos de software han sido desarrollados por empresas fundadas en California?,es
64,Quali software sono stati sviluppati da aziende fondate in California?,it
64,Quels logiciels ont été dévelopés par des agences fondées en Californie?,fr
64,Welke software is ontwikkeld door bedrijven opgericht in Californië?,nl
64,Ce software a fost dezvoltat de organizații fondate în California,ro
65,Which companies work in the aerospace industry as well as in medicine?,en
65,Welche Unternehmen sind sowohl in der Luft- und Raumfahrt als auch im Bereich der Medizin tätig?,de
65,¿Qué empresas aerospaciales trabajar también en en medicina?,es
65,Quali aziende si occupano sia nell'industria aerospaziale che in ambito medico?,it
65,Quelles companies travaillent dans l'aérospatial et dans la médecine?,fr
65,Welke bedrijven zijn zowel actief in de ruimtevaartindustrie als in de geneeskunde?,nl
65,"Ce companii lucrează în industria aerospațială, precum și în medicină?",ro
66,Is Christian Bale starring in Velvet Goldmine?,en
66,Spielt Christian Bale in Velvet Goldmine mit?,de
66,¿Actúa Christian Bale en Velvet Goldmine?,es
66,Christian Bale ha recitato in Velvet Goldmine?,it
66,Christian Bale joue-t-il dans Velvet Goldmine?,fr
66,Speelt Christian Bale in Velvet Goldmine?,nl
66,Joacă Christian Bale un rol principal în Velvet Goldmine?,ro
67,Give me the websites of companies with more than 500000 employees.,en
67,Gib mir alle Webseiten von Unternehmen mit mehr als 500000 Angestellten.,de
67,Dame todas las páginas de Web de empresas con más de 500000 empleados.,es
67,Dammi tutti i siti internet di aziende con più di 500000 dipendenti.,it
67,Donnes-moi les sites webs de companies avec plus de 500000 employés.,fr
67,Geef me de websites van alle ondernemingen met meer dan 500000 werknemers.,nl
67,Dă-mi toate website-urile de la companiile cu mai mult de 500000 de angajați,ro
68,Which actors were born in Germany?,en
68,Welche Schauspieler wurden in Deutschland geboren?,de
68,¿Qué actores nacieron en Alemania?,es
68,Quali attori sono nati in Germania?,it
68,Quels acteurs sont nés en Allemagne?,fr
68,Welke acteurs zijn geboren in Duitsland?,nl
68,Ce actori au fost născuți în Germania?,ro
69,Which caves have more than 3 entrances?,en
69,Welche Höhlen haben mehr als 3 Eingänge?,de
69,¿Qué cuevas tienen más de 3 entradas?,es
69,Quali grotte hanno più di 3 entrate?,it
69,Quelles grottes ont plus de 3 entrées?,fr
69,Welke grotten hebben meer dan drie ingangen?,nl
69,Ce peșteri au mai mult de 3 intrări?,ro
7,Was the wife of president Lincoln called Mary?,en
7,Hieß die Frau von Präsident Lincoln Mary?,de
7,¿La mujer del presidente Lincoln se llama Mary?,es
7,La moglie del presidente Lincoln si chiamava Mary?,it
7,Est-ce que l'épouse du président Lincoln s'appelait Mary?,fr
7,Heette de echtgenote van president Lincoln Mary?,nl
7,Este soția președintelui Lincoln numită Mary?,ro
70,Give me all films produced by Hal Roach.,en
70,Gib mir alle Filme des Produzenten Hal Roach.,de
70,Dame todas las películas del producente Hal Roach.,es
70,Dammi tutti i film prodotti da Hal Roach.,it
70,Donnes-moi tous les films produits par Hal Roach.,fr
70,Noem alle films die zijn geproduceerd door Hal Roach.,nl
70,Dă-mi toate filmele produse de Hal Roach,ro
71,Give me all video games published by Mean Hamster Software.,en
71,Gib mir alle Videospiele von Mean Hamster Software.,de
71,Dame todos los videojuegos de Mean Hamster Software.,es
71,Dammi tutti i videogiochi di Mean Hamster Software.,it
71,Donnes-moi tous les jeux vidéos publiés par Mean Hamster Software.,fr
71,Geef me alle videogames van Mean Hamster Software.,nl
71,Dă-mi toate jocurile video publicate de Mean Hamster Software,ro
72,Which languages are spoken in Estonia?,en
72,Welche Sprachen werden in Estland gesprochen?,de
72,¿Qué idiomas se hablan en Estonia?,es
72,Quali lingue sono parlate in Estonia?,it
72,Quelles langues parle-t-on en Estonie?,fr
72,Welke talen worden gesproken in Estland?,nl
72,Ce limbi sunt vorbite în Estonia?,ro
73,How many Aldi stores are there?,en
73,Wieviele Aldi-Filialen gibt es?,de
73,¿Cuántas tiendas Aldi hay?,es
73,Quanti negozi Aldi ci sono?,it
73,Combien de magasins Aldi sont là?,fr
73,Hoeveel Aldi winkels zijn er?,nl
73,Câte magazine Aldi există?,ro
74,Which capitals in Europe were host cities of the summer olympic games?,en
74,In welchen europäischen Hauptstädten fanden olympische Sommerspiele statt?,de
74,¿En qué capitales europeas tuvieron lugar los juegos olímpicos de verano?,es
74,Quali capitali europee hanno ospitato i giochi olimpici estivi?,it
74,Quelles capitales européenes ont été hôtes de jeux olympiques d'été?,fr
74,In welke Europese hoofdsteden waren de Olympische Zomerspelen?,nl
74,Ce capitale europene au fost gazde ale Jocurile Olimpice de vară?,ro
75,Who was the 16th president of the United States?,en
75,Wer war der 16. Präsident der Vereinigten Staaten?,de
75,¿Quién fue el 16th presidente de los Estados Unidos?,es
75,Chi è stato il sedicesimo presidente degli Stati Uniti?,it
75,Qui fut le premier président des États-Unis?,fr
75,Wie was de 16de president van de Verenigde Staten?,nl
75,Cine a fost primul președinte al Statelor Unite?,ro
76,How many films did Hal Roach produce?,en
76,Wieviele Filme hat Hal Roach produziert?,de
76,¿Cuántas películas ha producido Hal Roach?,es
76,Quanti film ha prodotto Hal Roach?,it
76,Combien de films ont été produit par Hal Roach?,fr
76,Hoeveel films heeft Hal Roach geproduceerd?,nl
76,Câte filme a produs Hal Roach?,ro
77,Which music albums contain the song Last Christmas?,en
77,Auf welchen Musikalben ist das Lied Last Christmas?,de
77,¿Qué albums musicales contienen la canción Las Christmas?,es
77,Quali album musicali contengono la canzone Last Christmas?,it
77,Quels albums contiennent le morceau Last Christmas?,fr
77,Op welke muziekalbums staat het nummer Last Christmas?,nl
77,Ce albume muzicale conțin melodia Last Christmas?,ro
78,Give me all books written by Danielle Steel.,en
78,"Gib mir alle Bücher, die Danielle Steel geschrieben hat.",de
78,Dame todos los libros escritos por Danielle Steel.,es
78,Dammi tutti i libri scritti da Danielle Steel.,it
78,Donnes-moi tous les livres écrits par Danielle Steel.,fr
78,Noem alle boeken van Danielle Steel.,nl
78,Dă-mi toate cărțile scrise de Danielle Steel.,ro
79,"Which airports are located in California, USA?",en
79,Welche Flughäfen gibt es in Kalifornien?,de
79,¿Cuántos aeropuertos hay en California?,es
79,"Quali aeroporti si trovano in California, Stati Uniti?",it
79,Quels aéroports se trouvent en Californie?,fr
79,Welke vliegvelden liggen in Californië?,nl
79,"Ce aeroporturi se află în California, Statele Unite?",ro
8,Which states of Germany are governed by the Social Democratic Party?,en
8,Welche Bundesländer in Deutschland werden von der SPD regiert?,de
8,¿En qué estados federales de Alemania gobierna la SPD?,es
8,In quali stati federati della Germania governa il Partito Socialista Democratico?,it
8,Quels sont les états d'Allemagne gouvernés par le parti social-démocrate d'Allemagne?,fr
8,In welke Duitse deelstaten is de SPD aan de macht?,nl
8,Ce state germane sunt guvernate de Partidul Social Democrat?,ro
80,Give me all Canadian Grunge record labels.,en
80,Gib mir alle kanadischen Grunge-Plattenfirmen.,de
80,Dame todos las empresas canadienses productoras de música Grunge.,es
80,Dammi tutti i produttori canadesi di musica Grunge.,it
80,Donnes-moi tous les labels discographiques canadiens de grunge.,fr
80,Noem alle Canadese grunge-platenlabels.,nl
80,Dă-mi toate casele canadiene Grunge de înregistrări.,ro
81,Which country has the most official languages?,en
81,Welches Land hat die meisten Amtssprachen?,de
81,¿Qué país tiene más idiomas oficiales?,es
81,Quale stato ha più lingue ufficiali?,it
81,Quels pays a le plus de langues officielles?,fr
81,Welk land heeft de meeste officiële talen.,nl
81,Ce țară are cele mai multe limbi oficiale?,ro
82,In which programming language is GIMP written?,en
82,In welcher Programmiersprache wurde GIMP geschrieben?,de
82,¿En qué lenguaje de programación esta programado GIMP?,es
82,In quale linguaggio di programmazione è scritto GIMP?,it
82,En quel langage de programmation a été écrit GIMP?,fr
82,In welke programmeertaal is GIMP geschreven?,nl
82,În ce limbaj de programare este scris GIMP?,ro
83,Who produced films starring Natalie Portman?,en
83,"Wer produzierte Filme, in denen Natalie Portman mitspielt?",de
83,¿Quién ha producido películas en las que actua Natalie Portman?,es
83,Chi ha prodotto i film in cui recita Natalie Portman?,it
83,Qui a produit des films dans lesquels joue Natalie Portman?,fr
83,Wie produceerde films waarin Natalie Portman speelde?,nl
83,Cine a produs filme cu Natalie Portman în rol principal?,ro
84,Give me all movies with Tom Cruise.,en
84,Gib mir alle Filme mit Tom Cruise.,de
84,Dame todas las películas con Tom Cruise,es
84,Dammi tutti i film con Tom Cruise.,it
84,Donnes-moi tous les films avec Tom Cruise.,fr
84,Noem alle films met Tom Cruise.,nl
84,Dă-mi toate filmele cu Tom Cruise.,ro
85,In which films did Julia Roberts as well as Richard Gere play?,en
85,In welchen Filmen spielen sowohl Julia Roberts als auch Richard Gere mit?,de
85,¿En qué películas actúan Julia Roberts y Richard Gere?,es
85,In quali film recitano sia Julia Roberts che Richard Gere?,it
85,Dans quels films jouent Julia Roberts et Richard Gere?,fr
85,In welke films speelden zowel Julia Roberts als Richard Gere?,nl
85,În ce filme joacă Julia Roberts precum și Richard Gere?,ro
86,Give me all female given names.,en
86,Gib mir alle weiblichen Vornamen.,de
86,Dame todos los nombres propios femeninos.,es
86,Dammi tutti i nomi propri femminili.,it
86,Donnes-moi tous les prénoms féminins.,fr
86,Geef me alle vrouwelijke voornaamen.,nl
86,Dă-mi toate prenumele feminine.,ro
87,Who wrote the book The Pillars of the Earth?,en
87,Wer schrieb das Buch Die Säulen der Erde?,de
87,¿Quen escribió el libro Los pilares de la Tierra?,es
87,Chi ha scritto il libro I pilastri della Terra?,it
87,Qui a écrit le livre Les Piliers de la Terre?,fr
87,Wie schreef het boek De Pilaren van de Aarde?,nl
87,Cine e scris cartea Stâlpii Pământului?,ro
88,How many films did Leonardo DiCaprio star in?,en
88,In wievielen Filmen hat Leonardo DiCaprio mitgespielt?,de
88,¿En cuántas películas ha actuado Leonardo DiCaprio?,es
88,In quanti film ha recitato Leonardo DiCaprio?,it
88,Dans combien de films Leonard DiCaprio a-t-il joué?,fr
88,In hoeveel films speelde Leonardo DiCaprio?,nl
88,În câte filme a jucat Leonardo DiCaprio rol principal?,ro
89,Give me all soccer clubs in the Premier League.,en
89,Gib mir alle Vereine in der Premier League.,de
89,Dame todos los clubs de la Premier League.,es
89,Dammi tutti i club calcistici nella Premier League.,it
89,Donnes-moi toutes les équipes de la Premier League.,fr
89,Noem alle clubs uit de Premier League.,nl
89,Dă-mi toate cluburile de fotbal din Premier League,ro
9,In which U.S. state is Mount McKinley located?,en
9,In welchem US-Bundesstaat befindet sich der Mount McKinley?,de
9,¿En qué estado de los estados unidos se encuentra el monte McKinley?,es
9,In quale stato degli Stati Uniti si trova il Monte McKinley?,it
9,Dans quel état des Etats-Unis d'Amérique se trouve le mont McKinley?,fr
9,In welke deelstaat van de Verenigde Staten is Mount McKinley gelegen?,nl
9,În ce stat american se află muntele McKinley?,ro
90,When was Capcom founded?,en
90,Wann wurde Capcom gegründet?,de
90,¿Cúando se fundó Capcom?,es
90,Quando è stata fondata Capcom?,it
90,Quand a été fondé Capcom?,fr
90,Wanneer werd Capcom opgericht?,nl
90,Când a fost fondat Capcom?,ro
91,Which organizations were founded in 1930?,en
91,Welche Unternehmen wurden 1930 gegründet?,de
91,¿Qué empresas fueron fundadas en 1930?,es
91,Quali aziende sono state fondate nel 1930?,it
91,Quels organisations ont été fondées en 1930?,fr
91,Welke organisaties werden opgericht in 1930?,nl
91,Ce organizații au fost fondate în 1930?,ro
92,What is the highest mountain?,en
92,Was ist der höchste Berg?,de
92,¿Cuál es la montaña más alta?,es
92,Qual è la montagna più alta?,it
92,Quelle est la montagne la plus haute?,fr
92,Wat is de hoogste berg?,nl
92,Care este cel mai înalt munte?,ro
93,Was Natalie Portman born in the United States?,en
93,Wurde Natalie Portman in den Vereinigten Staaten geboren?,de
93,¿Nació Natalie Portman en los estados unidos de américa?,es
93,Natalie Portman è nata negli Stati Uniti?,it
93,Natalie Portman est-elle née aux Etats-Unis?,fr
93,Werd Natalie Portman geboren in de Verenigde Staten?,nl
93,A fost Natalie Portman născută în Statele Unite?,ro
94,Which budget did the first movie of Zdenek Sverak have?,en
94,Welches Budget hatte der erste Film von Zdenek Sverak?,de
94,¿Cuál fué el presupuesto de la primera película de Zdenek Sverak?,es
94,Che budget ebbe il primo film di Zdenek Sverak?,it
94,Quel était le budget du premier film de Zdenek Sverak?,fr
94,Welk budget had de eerste film van Zdenek Sverak,nl
94,Ce buget a avut primul film al lui Zdenek Sverak?,ro
95,How many big fires struck Paris during the Middle Ages?,en
95,Wieviele Großbrände wüteten im Paris des Mittelalters?,de
95,¿Cuántos grandes incendios se produjeron en el Paris medieval?,es
95,Quanti grandi incendi sono scoppiati a Parigi nel Medioevo?,it
95,Quels grands incendies ont frappé Paris pendant le Moyen Âge?,fr
95,Hoeveel grote branden troffen Parijs in de Middeleeuwen?,nl
95,Câte incendii majore a suferit Parisul în Evul Mediu?,ro
96,Is Pamela Anderson a vegan?,en
96,Ist Pamela Anderson Veganer?,de
96,¿Es Pamela Anderson vegana?,es
96,Pamela Anderson è vegana?,it
96,Pamela Anderson est-elle une végétarienne?,fr
96,Is Pamela Anderson vegetariër?,nl
96,Este Pamela Anderson un vegan?,ro
97,How often was Michael Jordan divorced?,en
97,Wie oft hat sich Michael Jordan scheiden lassen?,de
97,¿Cuántas veces se ha divorciado Michael Jordan?,es
97,Quante volte ha divorziato Michael Jordan?,it
97,Combien de fois a divorcé Michael Jordan?,fr
97,Hoe vaak is Michael Jackson gescheiden?,nl
97,De câte ori a divorțat Michael Jordan?,ro
98,What is the most beautiful painting?,en
98,Welches Gemälde ist das schönste?,de
98,¿Cuál es la pintur más bonita?,es
98,Qual è il dipinto più bello?,it
98,Quelle est la plus belle peinture du monde?,fr
98,Wat is het mooiste schilderij?,nl
98,Care este cel mai prumos tablou?,ro
99,Give me all animal species that live in the Amazon rainforest.,en
99,"Gib mir alle Tierarten, die im Amazonas-Regenwald leben.",de
99,Dame todas las especies animales qué viven en Amazonía.,es
99,Dammi tutte le specie animali che vivono nella Foresta Amazzonica.,it
99,Donne-moi toutes les espèces d'animaux qui vivent dans la forêt amazonienne.,fr
99,Noem alle diersoorten die leven in het Amazoneregenwoud.,nl
99,Dă-mi toate speciile de animale care trăiesc în pădurea Amazoniană.	,ro
231,How many inhabitants does the largest city in Canada have?,en
231,Wieviele Einwohner hat die größte Stadt in Kanada?,de
231,¿Cuántos habitantes tiene la ciudad más grande de Canadá?,es
231,Quanti abitanti ha la città più grande del Canada?,it
231,Combien d'habitants a large ville la plus grande du Canada?,fr
231,Hoeveel inwoners heeft de grootste stadt in Canada?,nl
231,Câți locuitori are cel mai are oraș din Canada?,ro
249,In which studio did the Beatles record their first album?,en
249,In welchem Studio haben die Beatles ihr erstes Album aufgenommen?,de
249,¿En qué estudio grabaron los Beatles su primer album?,es
249,In quali studio i Beatles hanno registrato il loro primo album?,it
249,Dans quel studio a été enregistré le premier album des Beatles?,fr
249,In welke studio hadden de Beatles hun eerste album opgenomen?,nl
249,În ce studio au înregistrat Beatles primul lor albunm?,ro
234,Who was the first to climb Mount Everest?,en
234,Wer hat als erstes den Mount Everest bestiegen?,de
234,¿Quién fue el primero en ascender al Monte Everest?,es
234,Chi è stato il primo a scalare il Monte Everest?,it
234,Qui est la première personne à conquerir le Mont Everest?,fr
234,Wie was de eerste die de Mount Everest beklom?,nl
234,Cine a fost primul om care a escaladat muntele Everest?,ro
204,How many programming languages are there?,en
204,Wieviele Programmiersprachen gibt es?,de
204,¿Cuántos lenguajes de programación existen?,es
204,Quanti linguaggi di programmazione esistono?,it
204,Combien de langages de programmation existe-t-il?,fr
204,Hoeveel programmeertalen zijn er?,nl
204,Câte limbaje de programare există?,ro
242,What is the official color of the University of Oxford?,en
242,Was ist die offizielle Farbe der Universität Oxford?,de
242,¿Cuál es el color oficial de la Universidad de Oxford?,es
242,Qual è il colore ufficiale dell'Università di Oxford?,it
242,Quelles sont les couleurs officielles de l'université d'Oxford?,fr
242,Wat is de officiële kleur van de universiteit Oxford?,nl
242,Care este culoarea oficială a Universității Oxford?,ro
250,How many gold medals did Michael Phelps win at the 2008 Olympics?,en
250,Wieviele Goldmedaillen hat Michael Phelps während der Olympischen Spiele 2008 gewonnen?,de
250,¿Cuántas medallas de oro ganó Michael Phelps durante los juegos olímpicos de 2008?,es
250,Quante medaglie d'oro ha vinto Michael Phelps alle Olimpiadi del 2008?,it
250,Combien de médailles d'or Michael Phelps a-t-il gagné aux jeux olympiques de 2008?,fr
250,Hoeveel gouden medailles heeft Michael Phelps op de Olympische Spelen van 2008 gewonnen?,nl
250,Câte medalii de aur a câștigat Michael Phelps la olimpiada din 2008?,ro
235,To which artistic movement did the painter of The Three Dancers belong?,en
235,Welcher Stilrichtung gehörte der Maler der Drei Tänzer an?,de
235,¿A qué estilo artístico pertenece el pinto de Los Tres Bailarines?,es
235,A quale movimento artistico apparteneva il pittore de I tre ballerini?,it
235,A quel mouvement artistisque appartient le peintre de Les Trois Danceurs?,fr
235,Tot welke artistieke stijl behoort de schilder van de Drie Dansers?,nl
235,Cărui curent artistic îi aparține pictorul lucrării Trei dansatoare?,ro
211,Give me all animals that are extinct.,en
211,Gib mir alle ausgestorbenen Tierarten.,de
211,Dame todos los animales extintos,es
211,Dammi tutti gli animali estinti.,it
211,Donne-moi tous les animaux éteints.,fr
211,Toon alle uitgestorven dieren.,nl
211,Dă-mi toate animalele dispărute.,ro
223,Does Abraham Lincoln's death place have a website?,en
223,Hat Abraham Lincolns Sterbeort eine Webseite?,de
223,¿Tiene el lugar de nacimiento de Abraham Lincol una página web?,es
223,Il luogo di morte di Abraham Lincoln ha un sito web?,it
223,A le lieu de décès d'Abraham Lincoln une page Web?,fr
223,Heeft de stad waarin Abraham Lincoln is overleden een website?,nl
223,Locul morții lui Abraham Lincoln are un website?,ro
244,How deep is Lake Placid?,en
244,Wie tief ist Lake Placid?,de
244,Cómo de hondo es el Lago Placid?,es
244,Quanto è profondo il Lake Placid?,it
244,Quelle est la profondeur du lac Placid?,fr
244,Hoe diep is Lake Placid?,nl
244,Cât de adânc este lacul Placid?,ro
240,Give me the grandchildren of Bruce Lee.,en
240,Gib mir die Enkel von Bruce Lee.,de
240,Dame todos los nietos de Bruce Lee.,es
240,Dammi i nipoti di Bruce Lee.,it
240,Donne-moi tous les petit-enfants de Bruce Lee.,fr
240,Toon alle kleinkinderen van Bruce Lee.,nl
240,Dă-mi nepoții lui Bruce Lee.,ro
210,Who is the youngest Darts player?,en
210,Wer ist der jüngste Dartspieler?,de
210,¿Quién es el jugador mas jóven de dardos?,es
210,Chi è il giocatore di freccette più giovane?,it
210,Quel est le joueur de fléchettes le plus jeune?,fr
210,Wie is de jongste dartsspeler?,nl
210,Cine este cel mai tânăr jucător de Darts?,ro
221,Where was Bach born?,en
221,Wo wurde Bach geboren?,de
221,¿Dónde nació Bach?,es
221,Dove è nato Bach?,it
221,Où est né Bach?,fr
221,Waar was Bach geboren?,nl
221,Unde s-a născut Bach?,ro
232,In which countries can you pay using the West African CFA franc?,en
232,In welchen Ländern kann ich mit dem CFA-Franc BCEAO bezahlen?,de
232,¿En qué páises se paga con el Franco CFA?,es
232,In quali stati si può pagare usando il West African CFA franc?,it
232,Dans combien de pays peut-on payer aved les francs CFA ouest-africains?,fr
232,In welke landen kan je met de Westafrikaanse CFA-frank betalen?,nl
232,În ce țări poți plăti folosind francul CFA vest-african?,ro
225,What are the top-10 action role-playing video games according to IGN?,en
225,Was sind laut IGN die Top-10-Action-Rollenspiele?,de
225,¿Cuáles son los 10 mejores videojuegos de rol de acción según la IGN?,es
225,Quali sono i 10 migliori videogiochi di ruolo d'azione secondo l'IGN?,it
225,Quels sont les 10 meilleurs jeux vidéos de rôle d'après IGN?,fr
225,Wat zijn de top-10 actie role-playing computerspellen volgens IGN?,nl
225,"Care jocuri video se află în top-10 pentru acțiune și simulare, potrivit IGN?",ro
214,What is the most frequent cause of death?,en
214,Was ist die häufigste Todesursache?,de
214,¿Cual es la causa mortal más común?,es
214,Qual è la causa principale di morte?,it
214,Quelle est la cause première de mortalité?,fr
214,Wat is de meest voorkomende doodsoorzaak?,nl
214,Care este cea mai frecventă cauză a deceselor?,ro
207,Does the Isar flow into a lake?,en
207,Fließt die Isar in einen See?,de
207,¿Desemboca el Isar en un lago?,es
207,L'Isar sfocia in un lago?,it
207,L'Isar se déverse-t-il dans un lac?,fr
207,Mondt de Isar uit in een meer?,nl
207,Isarul se varsă într-un lac?,ro
218,Give me all films produced by Steven Spielberg with a budget of at least $80 million.,en
218,"Gib mir alle Filme, die von Steven Spielberg produziert worden und ein Budget von mindestens 80 Millionen Dollar hatten.",de
218,Dame todas las películas producidas por Steven Spielberg con un presupuesto de al menos 80 milliones de dólares.,es
218,Dammi tutti i film prodotti da Steven Spielberg con un budget finale di produzione di almeno 80 milioni di dollari.,it
218,Donne-moi tous les films produit par Steven Spielberg ayant un budget d'au moins $80 millions.,fr
218,Toon alle films die door Steven Spielberg worden geproduceerd en die een budget van minstens 80 miljoen dollar hadden.,nl
218,"Dă-mi toate filmele produse de Steven Spielberg, cu un buget final de producție de cel puțin 80 milioane de dolari.",ro
241,Give me all writers that won the Nobel Prize in literature.,en
241,"Gib mir alle Schriftsteller, die den Literaturnobelpreis gewonnen haben.",de
241,Dame todos los escritores que hayan recibido el premio nobel de literatura.,es
241,Dammi tutti gli scrittori che hanno vinto il Premio Nobel della letteratura.,it
241,Donne-moi tous les auteurs qui ont gagné le prix Nobel de litérature.,fr
241,Toon alle schrijvers die de Nobelprijs in literatuur hebben gewonnen.,nl
241,Dă-mi toți scriitorii care au câștigat premiul Nobel pentru literatură.,ro
201,Give me all taikonauts.,en
201,Gib mir alle Taikonauten.,de
201,Dame todas las taikonautas.,es
201,Dammi tutte i taikonauti.,it
201,Donnes-moi tous les taïkonautes.,fr
201,Toon alle taikonauten.,nl
201,Dă-mi toți taikonauții.,ro
212,How many pages does War and Peace have?,en
212,Wieviele Seiten hat Krieg und Frieden?,de
212,¿Cuántas páginas tiene Guerra y Paz?,es
212,Quante pagine ha Guerra e Pace?,it
212,Combien de pages a Guerre et Paix?,fr
212,Hoeveel pagina's heeft Oorlog en vrede?,nl
212,Câte pagini are Război și Pace?,ro
217,What is the bridge with the longest span?,en
217,Welche Brücke hat die längste Spannweite?,de
217,¿Qué puente tiene el mayor largo del vano?,es
217,Qual è il ponte con la campata più lunga?,it
217,Quel est le pont le plus large?,fr
217,Wat is de brug met de grootste spanwijdte?,nl
217,Care este podul cu cea mai mare deschidere?,ro
247,Give me all actors called Baldwin.,en
247,"Gib mir alle Schauspieler, die Baldwin heißen.",de
247,Dame todos los actores llamados Baldwin.,es
247,Dammi tutti gli attori che si chiamano Baldwin.,it
247,Donne-moi tous les acteurs appelés Baldwin.,fr
247,Toon alle acteurs die Baldwin heten.,nl
247,Dă-mi toți actorii numiți Baldwin.,ro
216,Who is the tallest player of the Atlanta Falcons?,en
216,Wer ist der größte Spieler der Atlanta Falcons?,de
216,¿Quién es el jugador más alto de los Atlanta Falcons?,es
216,Chi è il giocatore più alto degli Atlanta Falcons?,it
216,Qui est le joueur le plus grand des Atlanta Falcons?,fr
216,Wie is de langste speler van de Atlanta Falcons?,nl
216,Cine este cel mai înalt jucător din Atlanta Falcons?,ro
208,Which rivers flow into a German lake?,en
208,Welche Flüsse fließen in deutsche Seen?,de
208,¿Qué ríos desembocan en un lago alemán?,es
208,Quali fiumi sfociano in un lago tedesco?,it
208,Quels cours d'eau se déversent-ils dans des lacs allemands?,fr
208,Welke rivieren stromen naar een Duits meer?,nl
208,Ce râuri se varsă într-un lac din Germania?,ro
238,How many James Bond movies are there?,en
238,Wieviele James-Bond-Filme gibt es?,de
238,¿Cuántas películas de James Bond existen?,es
238,Quanti film di James Bond ci sono stati?,it
238,Combien de films de James Bond existe-t-il?,fr
238,Hoeveel James Bond films zijn er?,nl
238,Câte filme Jamesc Bond există?,ro
246,Which rockets were launched from Baikonur?,en
246,Welche Raketen sind von Baikonur gestartet?,de
246,¿Qué cohetes han sido lanzados desde Baionur?,es
246,Quali missili furono lanciati da Baikonur?,it
246,Quelles fusées ont été lancées de Baikonur?,fr
246,Welke raketten werden gestart vanuit Baikonur?,nl
246,Ce rachete au fost lansate din Baikonur?,ro
236,Which pope succeeded John Paul II?,en
236,Welcher Papst folgte auf Johannes Paul II?,de
236,¿Qué papa fue el sucesor de Juan Pablo II?,es
236,Quale papa fu il successore di Giovanni Paolo II?,it
236,Quel pape est le successeur du pape Jean-Paul II?,fr
236,Welke paus volgde Johannes Paul II op?,nl
236,Care papă i-a urmat lui Ioan Paul al II-lea?,ro
205,Give me all Dutch parties.,en
205,Gib mir alle Niederländischen Parteien.,de
205,Dame todos los partidos políticos holandeses,es
205,Dammi tutti i partiti politici olandesi.,it
205,Donne-moi tous les partis politiques néerlandais.,fr
205,Toon alle Nederlandse partijen.,nl
205,Dă-mi toate partidele politice olandeze.,ro
230,When is Halloween?,en
230,Wann ist Halloween?,de
230,¿Cuándo es Halloween?,es
230,Quand'è Halloween?,it
230,Quand est Halloween?,fr
230,Wanneer is Halloween?,nl
230,Când este Halloween?,ro
243,Give me all Swedish oceanographers.,en
243,Gib mir alle Schwedischen Ozeanographen.,de
243,Dame todos los oceanógrafos suecos.,es
243,Dammi tutti gli oceanografi svedesi.,it
243,Donne-moi tous les océanographes suédois.,fr
243,Toon alle Zweedse oceanograafen.,nl
